zip,service_type,subregion
49588,Electricity,RFCM
49599,Electricity,RFCM
49601,Electricity,RFCM
49610,Electricity,RFCM
49611,Electricity,RFCM
49612,Electricity,RFCM
49613,Electricity,RFCM
49614,Electricity,RFCM
49615,Electricity,RFCM
49616,Electricity,RFCM
49617,Electricity,RFCM
49618,Electricity,RFCM
49619,Electricity,RFCM
49620,Electricity,RFCM
49621,Electricity,RFCM
49622,Electricity,RFCM
49623,Electricity,RFCM
49625,Electricity,RFCM
49626,Electricity,RFCM
49627,Electricity,RFCM
49628,Electricity,RFCM
49629,Electricity,RFCM
49630,Electricity,RFCM
49631,Electricity,RFCM
49632,Electricity,RFCM
49633,Electricity,RFCM
49634,Electricity,RFCM
49635,Electricity,RFCM
49636,Electricity,RFCM
49637,Electricity,RFCM
49638,Electricity,RFCM
49639,Electricity,RFCM
49640,Electricity,RFCM
49642,Electricity,RFCM
49643,Electricity,RFCM
49644,Electricity,RFCM
49645,Electricity,RFCM
49646,Electricity,RFCM
49648,Electricity,RFCM
49649,Electricity,RFCM
49650,Electricity,RFCM
49651,Electricity,RFCM
49653,Electricity,RFCM
49654,Electricity,RFCM
49655,Electricity,RFCM
49656,Electricity,RFCM
49657,Electricity,RFCM
49659,Electricity,RFCM
49660,Electricity,RFCM
49663,Electricity,RFCM
49664,Electricity,RFCM
49665,Electricity,RFCM
49666,Electricity,RFCM
49667,Electricity,RFCM
49668,Electricity,RFCM
49670,Electricity,RFCM
49673,Electricity,RFCM
49674,Electricity,RFCM
49675,Electricity,RFCM
49676,Electricity,RFCM
49677,Electricity,RFCM
49679,Electricity,RFCM
49680,Electricity,RFCM
49682,Electricity,RFCM
49683,Electricity,RFCM
49684,Electricity,RFCM
49685,Electricity,RFCM
49686,Electricity,RFCM
49688,Electricity,RFCM
49689,Electricity,RFCM
49690,Electricity,RFCM
49696,Electricity,RFCM
49701,Electricity,RFCM
49705,Electricity,RFCM
49706,Electricity,RFCM
49707,Electricity,RFCM
49709,Electricity,RFCM
49710,Electricity,RFCW
49711,Electricity,RFCM
49712,Electricity,RFCM
49713,Electricity,RFCM
49715,Electricity,RFCW
49716,Electricity,RFCM
49717,Electricity,RFCM
49718,Electricity,RFCM
49719,Electricity,RFCW
49720,Electricity,RFCM
49721,Electricity,RFCM
49722,Electricity,RFCM
49723,Electricity,RFCM
49724,Electricity,RFCW
49725,Electricity,RFCW
49726,Electricity,RFCW
49727,Electricity,RFCM
49728,Electricity,RFCW
49729,Electricity,RFCM
49730,Electricity,RFCM
49733,Electricity,RFCM
49734,Electricity,RFCM
49735,Electricity,RFCM
49736,Electricity,RFCW
49737,Electricity,RFCM
49738,Electricity,RFCM
49739,Electricity,RFCM
49740,Electricity,RFCM
49743,Electricity,RFCM
49744,Electricity,RFCM
49745,Electricity,RFCW
49746,Electricity,RFCM
49747,Electricity,RFCM
49748,Electricity,RFCW
49749,Electricity,RFCM
49751,Electricity,RFCM
49752,Electricity,RFCW
49753,Electricity,RFCM
49755,Electricity,RFCM
49756,Electricity,RFCM
49759,Electricity,RFCM
49760,Electricity,RFCW
49761,Electricity,RFCM
49762,Electricity,RFCW
49764,Electricity,RFCM
49765,Electricity,RFCM
49766,Electricity,RFCM
49768,Electricity,RFCW
49769,Electricity,RFCM
49770,Electricity,RFCM
49774,Electricity,RFCW
49776,Electricity,RFCM
49777,Electricity,RFCM
49779,Electricity,RFCM
49780,Electricity,RFCW
49781,Electricity,RFCW
49782,Electricity,RFCM
49783,Electricity,RFCW
49784,Electricity,RFCW
49785,Electricity,RFCW
49786,Electricity,RFCW
49788,Electricity,RFCW
49791,Electricity,RFCM
49792,Electricity,RFCM
49793,Electricity,RFCW
49795,Electricity,RFCM
49796,Electricity,RFCM
49797,Electricity,RFCM
49799,Electricity,RFCM
49801,Electricity,RFCW
49802,Electricity,RFCW
49805,Electricity,MROE
49806,Electricity,MROE
49807,Electricity,MROE
49808,Electricity,MROE
49812,Electricity,MROE
49814,Electricity,MROE
49815,Electricity,RFCW
49816,Electricity,MROE
49817,Electricity,MROE
49818,Electricity,MROE
49819,Electricity,MROE
49820,Electricity,RFCW
49821,Electricity,MROE
49822,Electricity,MROE
49825,Electricity,MROE
49826,Electricity,MROE
49827,Electricity,RFCW
49829,Electricity,MROE
49831,Electricity,MROE
49833,Electricity,MROE
49834,Electricity,MROE
49835,Electricity,MROE
49836,Electricity,MROE
49837,Electricity,MROE
49838,Electricity,RFCW
49839,Electricity,MROE
49840,Electricity,RFCW
49841,Electricity,MROE
49845,Electricity,MROE
49847,Electricity,MROE
49848,Electricity,MROE
49849,Electricity,MROE
49852,Electricity,RFCW
49853,Electricity,RFCW
49854,Electricity,MROE
49855,Electricity,MROE
49858,Electricity,MROE
49861,Electricity,MROE
49862,Electricity,MROE
49863,Electricity,MROE
49864,Electricity,MROE
49865,Electricity,MROE
49866,Electricity,MROE
49868,Electricity,RFCW
49870,Electricity,RFCW
49871,Electricity,MROE
49872,Electricity,MROE
49873,Electricity,MROE
49874,Electricity,MROE
49876,Electricity,RFCW
49877,Electricity,RFCW
49878,Electricity,MROE
49879,Electricity,MROE
49880,Electricity,MROE
49881,Electricity,RFCW
49883,Electricity,MROE
49884,Electricity,MROE
49885,Electricity,MROE
49886,Electricity,MROE
49887,Electricity,MROE
49891,Electricity,MROE
49892,Electricity,MROE
49893,Electricity,MROE
49894,Electricity,MROE
49895,Electricity,MROE
49896,Electricity,MROE
49901,Electricity,MROE
49902,Electricity,RFCW
49903,Electricity,RFCW
49905,Electricity,MROE
49908,Electricity,MROE
49910,Electricity,MROW
49911,Electricity,MROW
49912,Electricity,MROW
49913,Electricity,MROE
49915,Electricity,MROE
49916,Electricity,MROE
49917,Electricity,MROE
49918,Electricity,MROE
49919,Electricity,MROE
49920,Electricity,RFCW
49921,Electricity,MROE
49922,Electricity,MROE
49925,Electricity,MROW
49927,Electricity,MROE
49929,Electricity,MROE
49930,Electricity,MROE
49931,Electricity,MROE
49934,Electricity,MROE
49935,Electricity,MROW
49938,Electricity,MROW
49942,Electricity,MROE
49945,Electricity,MROE
49946,Electricity,MROE
49947,Electricity,MROW
49948,Electricity,MROE
49950,Electricity,MROE
49952,Electricity,MROE
49953,Electricity,MROW
49955,Electricity,MROE
49958,Electricity,MROE
49959,Electricity,MROW
49960,Electricity,MROE
49961,Electricity,MROE
49962,Electricity,MROE
49963,Electricity,MROE
49964,Electricity,MROE
49965,Electricity,MROE
49967,Electricity,MROW
49968,Electricity,MROW
49969,Electricity,MROW
49970,Electricity,MROE
49971,Electricity,MROE
50001,Electricity,MROW
50002,Electricity,MROW
50003,Electricity,MROW
50005,Electricity,MROW
50006,Electricity,MROW
50007,Electricity,MROW
50008,Electricity,SRMW
50009,Electricity,MROW
50010,Electricity,MROW
50011,Electricity,MROW
50012,Electricity,MROW
50013,Electricity,MROW
50014,Electricity,MROW
50020,Electricity,MROW
50021,Electricity,MROW
50022,Electricity,MROW
50023,Electricity,MROW
50025,Electricity,MROW
50026,Electricity,MROW
50027,Electricity,MROW
50028,Electricity,MROW
50029,Electricity,MROW
50031,Electricity,MROW
50032,Electricity,MROW
50033,Electricity,MROW
50034,Electricity,MROW
50035,Electricity,MROW
50036,Electricity,MROW
50037,Electricity,MROW
50038,Electricity,MROW
50039,Electricity,MROW
50040,Electricity,MROW
50041,Electricity,MROW
50042,Electricity,MROW
50043,Electricity,MROW
50044,Electricity,SRMW
50046,Electricity,MROW
50047,Electricity,MROW
50048,Electricity,MROW
50049,Electricity,SRMW
50050,Electricity,MROW
50051,Electricity,MROW
50052,Electricity,MROW
50054,Electricity,MROW
50055,Electricity,MROW
50056,Electricity,MROW
50057,Electricity,SRMW
50058,Electricity,MROW
50059,Electricity,MROW
50060,Electricity,SRMW
50061,Electricity,MROW
50062,Electricity,MROW
50063,Electricity,MROW
50064,Electricity,MROW
50065,Electricity,MROW
50066,Electricity,MROW
50067,Electricity,MROW
50068,Electricity,MROW
50069,Electricity,MROW
50070,Electricity,MROW
50071,Electricity,MROW
50072,Electricity,MROW
50073,Electricity,MROW
50074,Electricity,MROW
50075,Electricity,MROW
50076,Electricity,MROW
50078,Electricity,MROW
50099,Electricity,MROW
50101,Electricity,MROW
50102,Electricity,MROW
50103,Electricity,MROW
50104,Electricity,MROW
50105,Electricity,MROW
50106,Electricity,MROW
50107,Electricity,MROW
50108,Electricity,MROW
50109,Electricity,MROW
50110,Electricity,MROW
50111,Electricity,MROW
50112,Electricity,MROW
50115,Electricity,MROW
50116,Electricity,SRMW
50117,Electricity,MROW
50118,Electricity,MROW
50119,Electricity,MROW
50120,Electricity,MROW
50122,Electricity,MROW
50123,Electricity,MROW
50124,Electricity,MROW
50125,Electricity,MROW
50126,Electricity,MROW
50127,Electricity,MROW
50128,Electricity,MROW
50129,Electricity,MROW
50130,Electricity,MROW
50131,Electricity,MROW
50132,Electricity,MROW
50133,Electricity,MROW
50134,Electricity,MROW
50135,Electricity,MROW
50136,Electricity,MROW
50137,Electricity,MROW
50138,Electricity,SRMW
50139,Electricity,MROW
50140,Electricity,MROW
50141,Electricity,MROW
50142,Electricity,MROW
50143,Electricity,MROW
50144,Electricity,MROW
50145,Electricity,MROW
50146,Electricity,MROW
50147,Electricity,MROW
50148,Electricity,MROW
50149,Electricity,MROW
50150,Electricity,SRMW
50151,Electricity,MROW
50152,Electricity,MROW
50153,Electricity,MROW
50154,Electricity,MROW
50155,Electricity,MROW
50156,Electricity,MROW
50157,Electricity,MROW
50158,Electricity,MROW
50160,Electricity,MROW
50161,Electricity,MROW
50162,Electricity,MROW
50163,Electricity,MROW
50164,Electricity,MROW
50165,Electricity,MROW
50166,Electricity,MROW
50167,Electricity,MROW
50168,Electricity,MROW
50169,Electricity,MROW
50170,Electricity,MROW
50171,Electricity,MROW
50173,Electricity,MROW
50174,Electricity,MROW
50201,Electricity,MROW
50206,Electricity,MROW
50207,Electricity,MROW
50208,Electricity,MROW
50210,Electricity,MROW
50211,Electricity,MROW
50212,Electricity,MROW
50213,Electricity,MROW
50214,Electricity,MROW
50216,Electricity,MROW
50217,Electricity,MROW
50218,Electricity,MROW
50219,Electricity,MROW
50220,Electricity,MROW
50222,Electricity,MROW
50223,Electricity,MROW
50225,Electricity,MROW
50226,Electricity,MROW
50227,Electricity,MROW
50228,Electricity,MROW
50229,Electricity,MROW
50230,Electricity,MROW
50231,Electricity,MROW
50232,Electricity,MROW
50233,Electricity,MROW
50234,Electricity,MROW
50235,Electricity,MROW
50236,Electricity,MROW
50237,Electricity,MROW
50238,Electricity,SRMW
50239,Electricity,MROW
50240,Electricity,MROW
50241,Electricity,MROW
50242,Electricity,MROW
50243,Electricity,MROW
50244,Electricity,MROW
50246,Electricity,MROW
50247,Electricity,MROW
50248,Electricity,MROW
50249,Electricity,MROW
50250,Electricity,MROW
50251,Electricity,MROW
50252,Electricity,MROW
50254,Electricity,MROW
50255,Electricity,MROW
50256,Electricity,MROW
50257,Electricity,MROW
50258,Electricity,MROW
50259,Electricity,MROW
50261,Electricity,MROW
50262,Electricity,MROW
50263,Electricity,MROW
50264,Electricity,MROW
50265,Electricity,MROW
50266,Electricity,MROW
50268,Electricity,MROW
50269,Electricity,MROW
50271,Electricity,MROW
50272,Electricity,MROW
50273,Electricity,MROW
50274,Electricity,MROW
50275,Electricity,MROW
50276,Electricity,MROW
50277,Electricity,MROW
50278,Electricity,MROW
50301,Electricity,MROW
50302,Electricity,MROW
50303,Electricity,MROW
50304,Electricity,MROW
50305,Electricity,MROW
50306,Electricity,MROW
50307,Electricity,MROW
50308,Electricity,MROW
50309,Electricity,MROW
50310,Electricity,MROW
50311,Electricity,MROW
50312,Electricity,MROW
50313,Electricity,MROW
50314,Electricity,MROW
50315,Electricity,MROW
50316,Electricity,MROW
50317,Electricity,MROW
50318,Electricity,MROW
50319,Electricity,MROW
50320,Electricity,MROW
50321,Electricity,MROW
50322,Electricity,MROW
50323,Electricity,MROW
50324,Electricity,MROW
50325,Electricity,MROW
50327,Electricity,MROW
50328,Electricity,MROW
50329,Electricity,MROW
50330,Electricity,MROW
50331,Electricity,MROW
50332,Electricity,MROW
50333,Electricity,MROW
50334,Electricity,MROW
50335,Electricity,MROW
50336,Electricity,MROW
50339,Electricity,MROW
50340,Electricity,MROW
50359,Electricity,MROW
50360,Electricity,MROW
50361,Electricity,MROW
50362,Electricity,MROW
50363,Electricity,MROW
50364,Electricity,MROW
50367,Electricity,MROW
50368,Electricity,MROW
50369,Electricity,MROW
50380,Electricity,MROW
50381,Electricity,MROW
50391,Electricity,MROW
50392,Electricity,MROW
50393,Electricity,MROW
50394,Electricity,MROW
50395,Electricity,MROW
50396,Electricity,MROW
50398,Electricity,MROW
50401,Electricity,MROW
50402,Electricity,MROW
50420,Electricity,MROW
50421,Electricity,MROW
50423,Electricity,MROW
50424,Electricity,MROW
50426,Electricity,MROW
50427,Electricity,MROW
50428,Electricity,MROW
50430,Electricity,MROW
50431,Electricity,MROW
50432,Electricity,MROW
50433,Electricity,MROW
50434,Electricity,MROW
50435,Electricity,MROW
50436,Electricity,MROW
50438,Electricity,MROW
50439,Electricity,MROW
50440,Electricity,MROW
50441,Electricity,MROW
50444,Electricity,MROW
50446,Electricity,MROW
50447,Electricity,MROW
50448,Electricity,MROW
50449,Electricity,MROW
50450,Electricity,MROW
50451,Electricity,MROW
50452,Electricity,MROW
50453,Electricity,MROW
50454,Electricity,MROW
50455,Electricity,MROW
50456,Electricity,MROW
50457,Electricity,MROW
50458,Electricity,MROW
50459,Electricity,MROW
50460,Electricity,MROW
50461,Electricity,MROW
50464,Electricity,MROW
50465,Electricity,MROW
50466,Electricity,MROW
50467,Electricity,MROW
50468,Electricity,MROW
50469,Electricity,MROW
50470,Electricity,MROW
50471,Electricity,MROW
50472,Electricity,MROW
50473,Electricity,MROW
50475,Electricity,MROW
50476,Electricity,MROW
50477,Electricity,MROW
50478,Electricity,MROW
50479,Electricity,MROW
50480,Electricity,MROW
50481,Electricity,MROW
50482,Electricity,MROW
50483,Electricity,MROW
50484,Electricity,MROW
50501,Electricity,MROW
50510,Electricity,MROW
50511,Electricity,MROW
50514,Electricity,MROW
50515,Electricity,MROW
50516,Electricity,MROW
50517,Electricity,MROW
50518,Electricity,MROW
50519,Electricity,MROW
50520,Electricity,MROW
50521,Electricity,MROW
50522,Electricity,MROW
50523,Electricity,MROW
50524,Electricity,MROW
50525,Electricity,MROW
50526,Electricity,MROW
50527,Electricity,MROW
50528,Electricity,MROW
50529,Electricity,MROW
50530,Electricity,MROW
50531,Electricity,MROW
50532,Electricity,MROW
50533,Electricity,MROW
50535,Electricity,MROW
50536,Electricity,MROW
50538,Electricity,MROW
50539,Electricity,MROW
50540,Electricity,MROW
50541,Electricity,MROW
50542,Electricity,MROW
50543,Electricity,MROW
50544,Electricity,MROW
50545,Electricity,MROW
50546,Electricity,MROW
50548,Electricity,MROW
50551,Electricity,MROW
50552,Electricity,MROW
50554,Electricity,MROW
50556,Electricity,MROW
50557,Electricity,MROW
50558,Electricity,MROW
50559,Electricity,MROW
50560,Electricity,MROW
50561,Electricity,MROW
50562,Electricity,MROW
50563,Electricity,MROW
50565,Electricity,MROW
50566,Electricity,MROW
50567,Electricity,MROW
50568,Electricity,MROW
50569,Electricity,MROW
50570,Electricity,MROW
50571,Electricity,MROW
50573,Electricity,MROW
50574,Electricity,MROW
50575,Electricity,MROW
50576,Electricity,MROW
50577,Electricity,MROW
50578,Electricity,MROW
50579,Electricity,MROW
50581,Electricity,MROW
50582,Electricity,MROW
50583,Electricity,MROW
50585,Electricity,MROW
50586,Electricity,MROW
50588,Electricity,MROW
50590,Electricity,MROW
50591,Electricity,MROW
50592,Electricity,MROW
50593,Electricity,MROW
50594,Electricity,MROW
50595,Electricity,MROW
50597,Electricity,MROW
50598,Electricity,MROW
50599,Electricity,MROW
50601,Electricity,MROW
50602,Electricity,MROW
50603,Electricity,MROW
50604,Electricity,MROW
50605,Electricity,MROW
50606,Electricity,MROW
50607,Electricity,MROW
50608,Electricity,MROW
50609,Electricity,MROW
50611,Electricity,MROW
50612,Electricity,MROW
50613,Electricity,MROW
50614,Electricity,MROW
50616,Electricity,MROW
50619,Electricity,MROW
50620,Electricity,MROW
50621,Electricity,MROW
50622,Electricity,MROW
50623,Electricity,MROW
50624,Electricity,MROW
50625,Electricity,MROW
50626,Electricity,MROW
50627,Electricity,MROW
50628,Electricity,MROW
50629,Electricity,MROW
50630,Electricity,MROW
50631,Electricity,MROW
50632,Electricity,MROW
50633,Electricity,MROW
50634,Electricity,MROW
50635,Electricity,MROW
50636,Electricity,MROW
50638,Electricity,MROW
50641,Electricity,MROW
50642,Electricity,MROW
50643,Electricity,MROW
50644,Electricity,MROW
50645,Electricity,MROW
50647,Electricity,MROW
50648,Electricity,MROW
50649,Electricity,MROW
50650,Electricity,MROW
50651,Electricity,MROW
50652,Electricity,MROW
50653,Electricity,MROW
50654,Electricity,MROW
50655,Electricity,MROW
50657,Electricity,MROW
50658,Electricity,MROW
50659,Electricity,MROW
50660,Electricity,MROW
50661,Electricity,MROW
50662,Electricity,MROW
50664,Electricity,MROW
50665,Electricity,MROW
50666,Electricity,MROW
50667,Electricity,MROW
50668,Electricity,MROW
50669,Electricity,MROW
50670,Electricity,MROW
50671,Electricity,MROW
50672,Electricity,MROW
50673,Electricity,MROW
50674,Electricity,MROW
50675,Electricity,MROW
50676,Electricity,MROW
50677,Electricity,MROW
50680,Electricity,MROW
50681,Electricity,MROW
50682,Electricity,MROW
50701,Electricity,MROW
50702,Electricity,MROW
50703,Electricity,MROW
50704,Electricity,MROW
50707,Electricity,MROW
50801,Electricity,MROW
50830,Electricity,MROW
50831,Electricity,MROW
50833,Electricity,MROW
50835,Electricity,MROW
50836,Electricity,MROW
50837,Electricity,MROW
50839,Electricity,MROW
50840,Electricity,MROW
50841,Electricity,MROW
50842,Electricity,MROW
50843,Electricity,MROW
50845,Electricity,MROW
50846,Electricity,MROW
50847,Electricity,MROW
50848,Electricity,MROW
50849,Electricity,MROW
50851,Electricity,MROW
50853,Electricity,MROW
50854,Electricity,MROW
50857,Electricity,MROW
50858,Electricity,MROW
50859,Electricity,MROW
50860,Electricity,MROW
50861,Electricity,MROW
50862,Electricity,MROW
50863,Electricity,MROW
50864,Electricity,MROW
50936,Electricity,MROW
50940,Electricity,MROW
50947,Electricity,MROW
50950,Electricity,MROW
50980,Electricity,MROW
50981,Electricity,MROW
50982,Electricity,MROW
50983,Electricity,MROW
51001,Electricity,MROW
51002,Electricity,MROW
51003,Electricity,MROW
51004,Electricity,MROW
51005,Electricity,MROW
51006,Electricity,MROW
51007,Electricity,MROW
51008,Electricity,MROW
51009,Electricity,MROW
51010,Electricity,MROW
51011,Electricity,MROW
51012,Electricity,MROW
51014,Electricity,MROW
51015,Electricity,MROW
51016,Electricity,MROW
51018,Electricity,MROW
51019,Electricity,MROW
51020,Electricity,MROW
51022,Electricity,MROW
51023,Electricity,MROW
51024,Electricity,MROW
51025,Electricity,MROW
51026,Electricity,MROW
51027,Electricity,MROW
51028,Electricity,MROW
51029,Electricity,MROW
51030,Electricity,MROW
51031,Electricity,MROW
51033,Electricity,MROW
51034,Electricity,MROW
51035,Electricity,MROW
51036,Electricity,MROW
51037,Electricity,MROW
51038,Electricity,MROW
51039,Electricity,MROW
51040,Electricity,MROW
51041,Electricity,MROW
51044,Electricity,MROW
51045,Electricity,MROW
51046,Electricity,MROW
51047,Electricity,MROW
51048,Electricity,MROW
51049,Electricity,MROW
51050,Electricity,MROW
51051,Electricity,MROW
51052,Electricity,MROW
51053,Electricity,MROW
51054,Electricity,MROW
51055,Electricity,MROW
51056,Electricity,MROW
51058,Electricity,MROW
51060,Electricity,MROW
51061,Electricity,MROW
51062,Electricity,MROW
51063,Electricity,MROW
51101,Electricity,MROW
51102,Electricity,MROW
51103,Electricity,MROW
51104,Electricity,MROW
51105,Electricity,MROW
51106,Electricity,MROW
51108,Electricity,MROW
51109,Electricity,MROW
51111,Electricity,MROW
51201,Electricity,MROW
51230,Electricity,MROW
51231,Electricity,MROW
51232,Electricity,MROW
51234,Electricity,MROW
51235,Electricity,MROW
51237,Electricity,MROW
51238,Electricity,MROW
51239,Electricity,MROW
51240,Electricity,MROW
51241,Electricity,MROW
51242,Electricity,MROW
51243,Electricity,MROW
51244,Electricity,MROW
51245,Electricity,MROW
51246,Electricity,MROW
51247,Electricity,MROW
51248,Electricity,MROW
51249,Electricity,MROW
51250,Electricity,MROW
51301,Electricity,MROW
51331,Electricity,MROW
51333,Electricity,MROW
51334,Electricity,MROW
51338,Electricity,MROW
51340,Electricity,MROW
51341,Electricity,MROW
51342,Electricity,MROW
51343,Electricity,MROW
51345,Electricity,MROW
51346,Electricity,MROW
51347,Electricity,MROW
51350,Electricity,MROW
51351,Electricity,MROW
51354,Electricity,MROW
51355,Electricity,MROW
51357,Electricity,MROW
51358,Electricity,MROW
51360,Electricity,MROW
51363,Electricity,MROW
51364,Electricity,MROW
51365,Electricity,MROW
51366,Electricity,MROW
51401,Electricity,MROW
51430,Electricity,MROW
51431,Electricity,MROW
51432,Electricity,MROW
51433,Electricity,MROW
51436,Electricity,MROW
51439,Electricity,MROW
51440,Electricity,MROW
51441,Electricity,MROW
51442,Electricity,MROW
51443,Electricity,MROW
51444,Electricity,MROW
51445,Electricity,MROW
51446,Electricity,MROW
51447,Electricity,MROW
51448,Electricity,MROW
51449,Electricity,MROW
51450,Electricity,MROW
51451,Electricity,MROW
51452,Electricity,MROW
51453,Electricity,MROW
51454,Electricity,MROW
51455,Electricity,MROW
51458,Electricity,MROW
51459,Electricity,MROW
51460,Electricity,MROW
51461,Electricity,MROW
51462,Electricity,MROW
51463,Electricity,MROW
51465,Electricity,MROW
51466,Electricity,MROW
51467,Electricity,MROW
51501,Electricity,MROW
51502,Electricity,MROW
51503,Electricity,MROW
51510,Electricity,MROW
51520,Electricity,MROW
51521,Electricity,MROW
51523,Electricity,MROW
51525,Electricity,MROW
51526,Electricity,MROW
51527,Electricity,MROW
51528,Electricity,MROW
51529,Electricity,MROW
51530,Electricity,MROW
51531,Electricity,MROW
51532,Electricity,MROW
51533,Electricity,MROW
51534,Electricity,MROW
51535,Electricity,MROW
51536,Electricity,MROW
51537,Electricity,MROW
51540,Electricity,MROW
51541,Electricity,MROW
51542,Electricity,MROW
51543,Electricity,MROW
51544,Electricity,MROW
51545,Electricity,MROW
51546,Electricity,MROW
51548,Electricity,MROW
51549,Electricity,MROW
51550,Electricity,MROW
51551,Electricity,MROW
51552,Electricity,MROW
51553,Electricity,MROW
51554,Electricity,MROW
51555,Electricity,MROW
51556,Electricity,MROW
51557,Electricity,MROW
51558,Electricity,MROW
51559,Electricity,MROW
51560,Electricity,MROW
51561,Electricity,MROW
51562,Electricity,MROW
51563,Electricity,MROW
51564,Electricity,MROW
51565,Electricity,MROW
51566,Electricity,MROW
51570,Electricity,MROW
51571,Electricity,MROW
51572,Electricity,MROW
51573,Electricity,MROW
51575,Electricity,MROW
51576,Electricity,MROW
51577,Electricity,MROW
51578,Electricity,MROW
51579,Electricity,MROW
51591,Electricity,MROW
51593,Electricity,MROW
51601,Electricity,MROW
51602,Electricity,MROW
51603,Electricity,MROW
51630,Electricity,MROW
51631,Electricity,MROW
51632,Electricity,MROW
51636,Electricity,MROW
51637,Electricity,SRMW
51638,Electricity,MROW
51639,Electricity,MROW
51640,Electricity,MROW
51645,Electricity,MROW
51646,Electricity,MROW
51647,Electricity,SRMW
51648,Electricity,MROW
51649,Electricity,MROW
51650,Electricity,MROW
51651,Electricity,MROW
51652,Electricity,MROW
51653,Electricity,MROW
51654,Electricity,MROW
51656,Electricity,SRMW
52001,Electricity,MROW
52002,Electricity,MROW
52003,Electricity,MROW
52004,Electricity,MROW
52030,Electricity,MROW
52031,Electricity,MROW
52032,Electricity,MROW
52033,Electricity,MROW
52035,Electricity,MROW
52036,Electricity,MROW
52037,Electricity,MROW
52038,Electricity,MROW
52039,Electricity,MROW
52040,Electricity,MROW
52041,Electricity,MROW
52042,Electricity,MROW
52043,Electricity,MROW
52044,Electricity,MROW
52045,Electricity,MROW
52046,Electricity,MROW
52047,Electricity,MROW
52048,Electricity,MROW
52049,Electricity,MROW
52050,Electricity,MROW
52052,Electricity,MROW
52053,Electricity,MROW
52054,Electricity,MROW
52056,Electricity,MROW
52057,Electricity,MROW
52060,Electricity,MROW
52064,Electricity,MROW
52065,Electricity,MROW
52066,Electricity,MROW
52068,Electricity,MROW
52069,Electricity,MROW
52070,Electricity,MROW
52071,Electricity,MROW
52072,Electricity,MROW
52073,Electricity,MROW
52074,Electricity,MROW
52075,Electricity,MROW
52076,Electricity,MROW
52077,Electricity,MROW
52078,Electricity,MROW
52079,Electricity,MROW
52099,Electricity,MROW
52101,Electricity,MROW
52132,Electricity,MROW
52133,Electricity,MROW
52134,Electricity,MROW
52135,Electricity,MROW
52136,Electricity,MROW
52140,Electricity,MROW
52141,Electricity,MROW
52142,Electricity,MROW
52144,Electricity,MROW
52146,Electricity,MROW
52147,Electricity,MROW
52149,Electricity,MROW
52151,Electricity,MROW
52154,Electricity,MROW
52155,Electricity,MROW
52156,Electricity,MROW
52157,Electricity,MROW
52158,Electricity,MROW
52159,Electricity,MROW
52160,Electricity,MROW
52161,Electricity,MROW
52162,Electricity,MROW
52163,Electricity,MROW
52164,Electricity,MROW
52165,Electricity,MROW
52166,Electricity,MROW
52168,Electricity,MROW
52169,Electricity,MROW
52170,Electricity,MROW
52171,Electricity,MROW
52172,Electricity,MROW
52175,Electricity,MROW
52201,Electricity,MROW
52202,Electricity,MROW
52203,Electricity,MROW
52204,Electricity,MROW
52205,Electricity,MROW
52206,Electricity,MROW
52207,Electricity,MROW
52208,Electricity,MROW
52209,Electricity,MROW
52210,Electricity,MROW
52211,Electricity,MROW
52212,Electricity,MROW
52213,Electricity,MROW
52214,Electricity,MROW
52215,Electricity,MROW
52216,Electricity,MROW
52217,Electricity,MROW
52218,Electricity,MROW
52219,Electricity,MROW
52220,Electricity,MROW
52221,Electricity,MROW
52222,Electricity,MROW
52223,Electricity,MROW
52224,Electricity,MROW
52225,Electricity,MROW
52227,Electricity,MROW
52228,Electricity,MROW
52229,Electricity,MROW
52231,Electricity,MROW
52232,Electricity,MROW
52233,Electricity,MROW
52235,Electricity,MROW
52236,Electricity,MROW
52237,Electricity,MROW
52240,Electricity,MROW
52241,Electricity,MROW
52242,Electricity,MROW
52243,Electricity,MROW
52244,Electricity,MROW
52245,Electricity,MROW
52246,Electricity,MROW
52247,Electricity,MROW
52248,Electricity,MROW
52249,Electricity,MROW
52251,Electricity,MROW
52252,Electricity,MROW
52253,Electricity,MROW
52254,Electricity,MROW
52255,Electricity,MROW
52257,Electricity,MROW
52301,Electricity,MROW
52302,Electricity,MROW
52305,Electricity,MROW
52306,Electricity,MROW
52307,Electricity,MROW
52308,Electricity,MROW
52309,Electricity,MROW
52310,Electricity,MROW
52312,Electricity,MROW
52313,Electricity,MROW
52314,Electricity,MROW
52315,Electricity,MROW
52316,Electricity,MROW
52317,Electricity,MROW
52318,Electricity,MROW
52319,Electricity,MROW
52320,Electricity,MROW
52321,Electricity,MROW
52322,Electricity,MROW
52323,Electricity,MROW
52324,Electricity,MROW
52325,Electricity,MROW
52326,Electricity,MROW
52327,Electricity,MROW
52328,Electricity,MROW
52329,Electricity,MROW
52330,Electricity,MROW
52332,Electricity,MROW
52333,Electricity,MROW
52334,Electricity,MROW
52335,Electricity,MROW
52336,Electricity,MROW
52337,Electricity,MROW
52338,Electricity,MROW
52339,Electricity,MROW
52340,Electricity,MROW
52341,Electricity,MROW
52342,Electricity,MROW
52344,Electricity,MROW
52345,Electricity,MROW
52346,Electricity,MROW
52347,Electricity,MROW
52348,Electricity,MROW
